4,https://www.despegar.com.ar/book/flights/12d09d36/checkout/b7a5fa0b4bbe412593ea661564535dc1,1308,1:19:00,0:00,1:19:00
5,https://www.despegar.com.ar/book/flights/12d09d36/checkout/b25171124ed045b0a6eb99de3cf68170,1445,4:36:00,1:33,3:03:00
6,https://www.despegar.com.ar/book/flights/12d09d36/checkout/6fef58846658479988164c3a59d974d3,1527,1:00:00,0:00,1:00:00
7,https://www.despegar.com.ar/book/flights/12d09d36/checkout/9e9a9d35102842abb4da1bf3de51a787,1793,5:11:00,2:38,2:33:00
8,https://almundo.com.ar/cart/v2/58f67937e4b0cc2b32a3be83,971,1:15:00,0:00,1:15:00
9,https://almundo.com.ar/cart/v2/58f67961e4b0cc2b32a3be87,965,1:20:00,0:00,1:20:00
10,https://almundo.com.ar/cart/v2/58f6798ae4b0cc2b32a3be90,978,1:18:00,0:00,1:18:00
11,https://almundo.com.ar/cart/v2/58f679b4e4b0481e291dae3a,980,1:09:00,0:00,1:09:00
12,https://almundo.com.ar/cart/v2/58f679dee4b0cc2b32a3be9c,1310,1:00:00,0:00,1:00:00
13,https://almundo.com.ar/cart/v2/58f67a06e4b0cc2b32a3bea0?,1460,1:08:00,0:00,1:08:00
14,https://almundo.com.ar/cart/v2/58f67a2ce4b0481e291dae51,1485,1:18:00,0:00,1:18:00
15,https://almundo.com.ar/cart/v2/58f67a5be4b0cc2b32a3beae,1752,1:22:00,0:00,1:22:00
0,https://www.despegar.com.ar/book/flights/12d09d36/checkout/f599090f23eb4434b51fa44087792efa,2677,4:35:00,0:00:00,4:35:00
1,https://www.despegar.com.ar/book/flights/12d09d36/checkout/390d69c5b475492e8f83519d0b7d237b,2687,9:30:00,3:20,6:10:00
2,https://www.despegar.com.ar/book/flights/12d09d36/checkout/2286bef739904ecebefa0b76ce11872c,3004,4:25:00,0:00:00,4:25:00
3,https://www.despegar.com.ar/book/flights/12d09d36/checkout/b7698f69079f4490aeb231580daeff35,3449,6:08,0:38,5:30
4,https://www.despegar.com.ar/book/flights/12d09d36/checkout/9df980bae89b458db10581d0cfb339b7,3449,7:23:00,2:16:00,5:07:00
5,https://www.despegar.com.ar/book/flights/12d09d36/checkout/56fade2dcd8d4c3896a341a63ac32e5f,3613,9:03:00,3:20,5:43:00
6,https://www.despegar.com.ar/book/flights/12d09d36/checkout/178690020a404b3cadf3300e9a55c5da,3682,6:19:00,0:50:00,5:29:00
7,https://www.despegar.com.ar/book/flights/12d09d36/checkout/c1cf18c469714965a77da1a40cafec3d,3707,6:40:00,1:07,5:33:00
8,https://almundo.com.ar/cart/v2/58f7581ee4b0481e291dc31e,2591,9:00:00,3:20:00,5:40:00
9,https://almundo.com.ar/cart/v2/58f75851e4b0481e291dc326,2640,4:45:00,0:00,4:45:00
10,https://almundo.com.ar/cart/v2/58f75877e4b0cc2b32a3d315,2728,7:22:00,2:00:00,5:22:00
11,https://almundo.com.ar/cart/v2/58f758bee4b0481e291dc33e,4206,4:00:00,0:00,4:00:00
12,https://almundo.com.ar/cart/v2/58f758ece4b0cc2b32a3d324,3677,7:52:00,2:23:00,5:29:00
13,https://almundo.com.ar/cart/v2/58f7590de4b0cc2b32a3d329,3713,9:15:00,3:35,5:40:00
14,https://almundo.com.ar/cart/v2/58f75932e4b0cc2b32a3d32d,3738,6:39:00,1:07:00,5:32:00
15,https://almundo.com.ar/cart/v2/58f75955e4b0cc2b32a3d333,3746,6:53:00,0:43,6:10:00
0,https://www.despegar.com.ar/book/flights/12d09d36/checkout/104c525123d348d5b42fdbf10a34a60d,1537,1:19:00,0:00:00,1:19:00
1,https://www.despegar.com.ar/book/flights/12d09d36/checkout/89d935b19d1643f7aa7b383403f137ae,1733,1:15:00,0:00,1:15:00
2,https://www.despegar.com.ar/book/flights/12d09d36/checkout/8b402dd5e7234c70bb21654477984114,1778,1:10:00,0:00:00,1:10:00
3,https://www.despegar.com.ar/book/flights/12d09d36/checkout/35ca26d3c2a04d2ca6484d77614b374f,1946,1:34,0:00,1:34
4,https://www.despegar.com.ar/book/flights/12d09d36/checkout/a5957d24908740719c40ab8f26566ac7,2124,1:18:00,0:00:00,1:18:00
5,https://www.despegar.com.ar/book/flights/12d09d36/checkout/a2da4dc1be254a04b760916358fec92c,2214,3:15:00,1:06,2:09:00
6,https://www.despegar.com.ar/book/flights/12d09d36/checkout/ddba0e6da8b24e4eac21442b30b3ebde,2302,1:34:00,0:00:00,1:34:00
7,https://www.despegar.com.ar/book/flights/12d09d36/checkout/dd4e786ab3d345168dc0aa37f763170e,2374,1:37:00,0:00,1:37:00
8,https://almundo.com.ar/cart/v2/58f75cfae4b0481e291dc3a3,1495,1:18:00,0:00:00,1:18:00
9,https://almundo.com.ar/cart/v2/58f75d22e4b0cc2b32a3d3a0,1660,1:15:00,0:00,1:15:00
10,https://almundo.com.ar/cart/v2/58f75d3de4b0481e291dc3ab,1781,1:28:00,0:00:00,1:28:00
11,https://almundo.com.ar/cart/v2/58f75d55e4b0cc2b32a3d3a7,1876,3:14:00,1:06,2:08:00
12,https://almundo.com.ar/cart/v2/58f75d71e4b0481e291dc3b6,1901,1:33:00,0:00:00,1:33:00
13,https://almundo.com.ar/cart/v2/58f75d8ae4b0481e291dc3bd,2039,1:22:00,0:00,1:22:00
14,https://almundo.com.ar/cart/v2/58f75da0e4b0481e291dc3c0,2039,1:18:00,0:00:00,1:18:00
15,https://almundo.com.ar/cart/v2/58f75db4e4b0cc2b32a3d3b1,2253,1:34:00,0:00,1:34:00
0,https://www.despegar.com.ar/book/flights/12d09d36/checkout/2c39923b6e02416daded715aca75e99e,10201,17:08:00,3:24:00,13:44:00
1,https://www.despegar.com.ar/book/flights/12d09d36/checkout/e7b92d047c2e4cfd96c0b0a56d46d5d6,10434,35:18:00,21:35,13:43:00
2,https://www.despegar.com.ar/book/flights/12d09d36/checkout/fc26394c21ca46afb86e03be8ed6902f,13301,19:53:00,7:01:00,12:52:00
3,https://www.despegar.com.ar/book/flights/12d09d36/checkout/8cb88ba35b8d4362a7bdfa9b0f0f2132,14049,14:22,0:22,14:00
4,https://www.despegar.com.ar/book/flights/12d09d36/checkout/6891dd7e441e48eeb13260276587b696,21227,17:20:00,3:41:00,13:39:00
5,https://www.despegar.com.ar/book/flights/12d09d36/checkout/225c6e5afe854509ab0f023492190d67,22849,13:45:00,1:40,12:05:00
6,https://www.despegar.com.ar/book/flights/12d09d36/checkout/b108cec04d8243ffa831047044627b40,14851,41:08:00,27:14:00,13:54:00
7,https://www.despegar.com.ar/book/flights/12d09d36/checkout/c773576abd6d4a18b07898caa9f86764,15166,20:33:00,8:31,12:02:00
8,https://almundo.com.ar/cart/v2/58f7581ee4b0481e291dc31e,10304,16:45:00,3:00:00,13:45:00
9,https://almundo.com.ar/cart/v2/58f75851e4b0481e291dc326,11500,14:00:00,0:00,14:00:00
10,https://almundo.com.ar/cart/v2/58f75877e4b0cc2b32a3d315,13650,19:00:00,7:01:00,11:59:00
11,https://almundo.com.ar/cart/v2/58f676fbe4b0cc2b32a3be24,14049,13:00:00,0:50,12:10:00
12,https://almundo.com.ar/cart/v2/58f6771fe4b0481e291dadda,21320,18:45:00,7:02:00,11:43:00
13,https://almundo.com.ar/cart/v2/58f67597e4b0cc2b32a3bdf3,10450,16:45:00,1:22,15:23:00
14,https://almundo.com.ar/cart/v2/58f675c4e4b0cc2b32a3bdf6,22900,11:43:00,0:00:00,11:43:00
15,https://almundo.com.ar/cart/v2/58f67080e4b0cc2b32a3bd0e,15000,30:43:00,15:32,15:11:00
